,SMILES,Score,Rank
425,CN1CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c2nc(N)[nH]c(=O)c21,0.09572776,426
426,NC(=O)CCCC[C@@H](S)CCS,0.09498195,427
427,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,0.094750665,428
428,N=C(NCCC[C@H](N)C(=O)O)N[N+](=O)[O-],0.093292385,429
429,O=P(O)(O)OC[C@@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,0.092206836,430
430,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,0.09196523,431
431,Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,0.09113582,432
432,COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O,0.08973967,433
433,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,0.08881308,434
434,O=C(O)C1=C[C@H](O)[C@@H](O)[C@H](O)O1,0.08868648,435
435,CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0.08844586,436
436,COC(=O)C1=CO[C@@H](C)[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@H]12,0.087990135,437
437,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,0.08650154,438
438,CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.08583603,439
439,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,0.08573621,440
440,O=C(O)CCCC[C@@H](S)CCS,0.08532046,441
441,CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,0.08464891,442
442,C[C@H]1O[C@@H](Oc2ccccc2[N+](=O)[O-])[C@H](O)[C@@H](O)[C@H]1O,0.084383905,443
443,O=CNC(Cc1ccc(O)c(-c2cc(CC(NC=O)C(=O)O)ccc2O)c1)C(=O)O,0.08370767,444
444,O=C(O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,0.083419286,445
445,O=C(Nc1ccc2ccn(CCc3ccncc3)c2c1)c1cc(F)cc(N2CCOCC2)c1,0.08341006,446
446,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O,0.08262208,447
447,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)COP(=O)([O-])OC[C@@H](O)CO,0.08246884,448
448,Cc1cc(CCCCCOc2ccc(C3=NCCO3)cc2Cl)on1,0.08014223,449
449,O=C(O)[C@@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.07959293,450
450,Oc1cccc(-c2c(Cl)cccc2Cl)c1O,0.07947697,451
451,O=C(O)C1=CC(=O)[C@@H](O)[C@H](O)C1,0.07898629,452
452,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.078912765,453
453,CO[C@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0.07883257,454
454,CN(C)c1cccc2c(S(=O)(=O)NCCCC[C@H](N)C(=O)O)cccc12,0.07825959,455
455,O=C1C(O)=CC(=O)c2c(O)cc(O)cc21,0.07775906,456
456,C[N+](C)(C)[C@@H](CCc1nc(C[C@H](N)C(=O)O)c[nH]1)C(N)=O,0.0768283,457
457,CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1,0.07675305,458
458,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.075266965,459
459,O=P(O)(O)OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,0.07455269,460
460,O=P(O)(O)OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,0.0737985,461
461,O=C1C=CC(=O)N1CCC12C3C4C5C1[Fe]45321678C2C1C6C7C28,0.073569655,462
462,OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,0.072368816,463
463,O=S(O)c1ccccc1-c1ccccc1O,0.07233494,464
464,CN[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(OC)c(=O)cc21,0.07208919,465
465,O=C1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,0.070872225,466
466,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,0.06998878,467
467,CCCCCCCCCCCCCCC(O)C=O,0.06942297,468
468,Cc1nnc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)o1,0.06882237,469
469,O=C1OCc2c(Cl)c(Cl)c(Cl)c(Cl)c21,0.06874386,470
470,N=C(NCCC[C@H](N)C(=O)O)NC(CC(=O)O)C(=O)O,0.06829789,471
471,O=P(O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,0.06799214,472
472,N[C@@H]1CCOC1=O,0.067978166,473
473,NS(=O)(=O)c1cc(F)cc(F)c1,0.06766326,474
474,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,0.06756611,475
475,COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,0.06735711,476
476,Clc1cc(Cl)cc(Cl)c1,0.06708453,477
477,O=P(O)(O)OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.06703373,478
478,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O,0.06697817,479
479,OC[C@H](O)[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,0.06683858,480
480,O=C(O)CCCCP(=O)([O-])Oc1ccc([N+](=O)[O-])cc1,0.06670677,481
481,O=C(COP(=O)(O)O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.0646477,482
482,O=C(COP(=O)(O)O)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,0.06427893,483
483,C[C@@]1(O)OC[C@H](O)C1(O)O,0.06424107,484
484,O=CNCC(=O)NC1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.06302646,485
485,O=C1N[C@@H](Cc2cnc[nH]2)C(=O)N2CCC[C@@H]12,0.061714076,486
486,Cc1cn([C@@]23C[C@H](O)[C@@H](CO)[C@@H]2C3)c(=O)[nH]c1=O,0.06114674,487
487,O=C(O)CNC(=O)CCCP(=O)(O)Oc1ccc([N+](=O)[O-])cc1,0.060903527,488
488,CCCCCCCCCC(=O)CC(=O)N[C@H]1CCOC1=O,0.060774907,489
489,Nc1ccc(S(N)(=O)=O)cc1[Hg],0.060023546,490
490,NS(=O)(=O)c1c(F)cccc1F,0.059498213,491
491,NC(=[NH2+])NCCC[C@H](N)C(N)=O,0.05722559,492
492,C=CCc1ccccc1O,0.057116657,493
493,CC1(c2ccc(Oc3ccccc3)cc2)C(=O)NC(=O)NC1=O,0.055358943,494
494,O=C[C@H](F)[C@@H](O)[C@H](O)[C@H](O)CO,0.05492005,495
495,O=C[C@H]([18F])[C@@H](O)[C@H](O)[C@H](O)CO,0.05492005,496
496,Oc1cccc2cccnc12,0.05414572,497
497,O=C(O)c1ccccc1N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.054120857,498
498,COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1,0.05371999,499
499,CNC(=O)CC[C@H](N)C(=O)O,0.053714752,500
500,O=C(O)CCCCCCCCCCCBr,0.053142957,501
501,CC1(C)C(=O)[C@]2(C)CC[C@H]1C2,0.052782886,502
502,Nc1nc(O)c2nc(CNc3ccc(C(=O)O)cc3)cnc2[nH+]1,0.05162143,503
503,OCc1c(F)c(F)c(F)c(F)c1F,0.050607614,504
504,CC[C@@]1(C(=O)N[C@H](C)c2ccc(Cl)cc2)[C@@H](C)C1(Cl)Cl,0.05037167,505
505,N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,0.049137533,506
506,O[C@@H]1CSSC[C@H]1O,0.04835779,507
507,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,0.048232682,508
508,O=c1c2c(O)cccc2oc2c([N+](=O)[O-])ccc(O)c12,0.04698805,509
509,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,0.046355546,510
510,N[C@@H](CCC(=O)NO)C(=O)O,0.045833565,511
511,O=C([O-])C(=O)[C@@H](O)[C@H](O)[C@H](O)CO,0.04540701,512
512,Nc1c(N[C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)[nH]c(=O)[nH]c1=O,0.0439659,513
513,N[Pt]1(N)OCC(=O)O1,0.0437326,514
514,O=P1(O)OC[C@H]2O[C@@H](n3cnc4c(O)ncnc43)[C@H](O)[C@@H]2O1,0.043643475,515
515,N[C@@H](CC1=CC(=O)C(O)=CC1=O)C(=O)O,0.043308113,516
516,O=C(O)C(=O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.042763665,517
517,CC(O)c1ccc(O)cc1,0.042610355,518
518,O=C(O)c1ccc(-c2c3cc(F)c(=O)cc-3oc3cc(O)c(F)cc23)c(C(=O)O)c1,0.042143323,519
519,O=C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO,0.041317865,520
520,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,0.040825814,521
521,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C,0.0399541,522
522,O[C@@H]1c2ccccc2C=C[C@@H]1O,0.039669484,523
523,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0.039618284,524
524,COC(=O)[C@H]1[C@@H](OP(=O)(O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,0.039549958,525
525,CC(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)O,0.039010838,526
526,Oc1ccc2ccccc2n1,0.03765655,527
527,O=C(O)CC[C@H](C(=O)O)[C@@H](O)C(=O)O,0.036590584,528
528,O=C1O[C@@H](CO)[C@@H](O)[C@@H]1O,0.03612981,529
529,O=C1O[C@H](CO)C(O)=C1O,0.0353601,530
530,Cc1cccc2c1CCNC2=O,0.03460193,531
531,CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C,0.032506377,532
532,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.032190405,533
533,COc1ccc2nc3cc(Cl)ccc3c(NC(C)CCCN(CCCl)CCCl)c2c1,0.032069866,534
534,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,0.03161321,535
535,CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,0.031546358,536
536,OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,0.031271975,537
537,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)COP(=O)(O)O,0.030499218,538
538,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.030275013,539
539,CCCCCCCCCCCCCCCCS(=O)(=O)F,0.030242022,540
540,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,0.029286372,541
541,CC1=C(C)C(=O)C(C)=C(C)C1=O,0.02869793,542
542,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,0.0286168,543
543,O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.028253349,544
544,N[C@H](C=O)Cc1ccc(O)cc1,0.028232828,545
545,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,0.027769707,546
546,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,0.027743254,547
547,CCN1CCN(Cc2ccc(-c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)cc2)CC1,0.027564485,548
548,NCCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,0.02738395,549
549,Cc1c(CCCO)[nH]c(=O)[nH]c1=O,0.027322225,550
550,CC[Hg]Sc1ccccc1C(=O)O,0.026601594,551
551,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1CO,0.026393875,552
552,Cc1ccc(N)cc1C,0.024443936,553
553,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,0.024294483,554
554,O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO,0.02428686,555
555,COc1cc(C(=O)[O-])ccc1O,0.024217196,556
556,O=C(O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)(O)O,0.023392389,557
557,OCc1ccc(Cl)cc1Cl,0.023001105,558
558,COC(=O)C(O)C(C(=O)O)C(C)C,0.02298288,559
559,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,0.022275666,560
560,O=CC[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,0.02205101,561
561,N[C@@H](Cc1ccc(O)c(F)c1)C(=O)O,0.021809008,562
562,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)CC1CN2,0.021677924,563
563,OC[C@H]1OC(O)[C@H](O)[C@H](O)[C@@H]1O,0.02085961,564
564,O=C1C=C(O)C(=O)c2ccccc21,0.020739008,565
565,C#CCN(C)CC1=Cc2ccccc2Oc2ccccc21,0.01976487,566
566,O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,0.019581417,567
567,COC(=O)C/C(=C\C(=O)O)C(=O)O,0.019342568,568
568,CC(C)[C@H](CO)Nc1nc(Nc2ccc(C(=O)O)c(Cl)c2)c2ncn(C(C)C)c2n1,0.018971646,569
569,O=P(O)(O)OCC(O)C(O)c1c[nH]c2ccccc12,0.018314235,570
570,Cc1c(CC(CO)CO)[nH]c(=O)[nH]c1=O,0.018170727,571
571,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,0.017551698,572
572,CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,0.016986024,573
573,O=S(=O)(O)CCNC(CO)(CO)CO,0.016859867,574
574,C[C@@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.015998535,575
575,C[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,0.015677739,576
576,Nc1ccn([C@@H]2O[C@@H]3COP(=O)(O)O[C@H]3[C@H]2O)c(=O)n1,0.01567633,577
577,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,0.015384167,578
578,O=C(O)CCCNC(=O)c1ccc([C@H]2CC[C@H](c3ccccc3)C[C@@H]2O)cc1,0.0152983405,579
579,CC#C[C@H]1CC[C@@H](CN)N1C(=O)[C@@H](N)C1CCCC1,0.015259468,580
580,NC1=NCCS1,0.014475146,581
581,O=C(O)CCCc1nc(-c2cccc([N+](=O)[O-])c2)no1,0.014466026,582
582,C[C@]12CC[C@H]3C(=CCc4cc(O)ccc43)[C@@H]1CCC2=O,0.013851423,583
583,CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,0.013341801,584
584,N[C@@H](O)Cc1c[nH]c2ccccc12,0.013190158,585
585,O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO,0.012290395,586
586,O=P(O)(O)OC[C@H]1O[C@@H](O)[C@H](O)[C@@H]1O,0.011049529,587
587,Cc1ccc(C)c(N)c1,0.010951065,588
588,O=C1CC(=O)N([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)C(=O)N1,0.010292511,589
589,N=C(N)c1ccc2cccc(Nc3ncccn3)c2c1,0.010132249,590
590,COc1ccc(CCC(=O)O)cc1OC,0.008123143,591
591,O=P(O)(O)OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H]1O,0.007883955,592
592,CCOCCOCCOCCOCCOCCOCC,0.0077149794,593
593,Nc1nc2c(c(=O)[nH]1)N1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C[C@H]1CN2,0.0074116057,594
594,Cc1ncc(COP(=O)(O)O)c(CN[C@H](C)C(=O)O)c1O,0.0068555437,595
595,C[C@H]1CCC[C@@]2(C)CCCC[C@]12O,0.0068340003,596
596,N[C@@H](CSCC(=O)O)C(=O)O,0.006509995,597
597,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](C)C(=O)O)c1O,0.006393386,598
598,CC(C)NC[C@@H](O)COc1cccc2ccccc12,0.0060213916,599
599,COCCOCCOCCOCCOCCOC,0.005190065,600
600,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)Nc4cccc(C#N)c4)cc3)c2)o1,0.004996553,601
601,O=C1NC(=O)[C@@]2(CCOc3ccc(F)cc32)N1,0.0049279965,602
602,c1ccc(-c2ccc(-c3ccc(-c4ccccc4)cc3)cc2)cc1,0.0029626703,603
603,C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,0.002546357,604
604,N=C(N)NCCCC(N)=O,0.0013017086,605
605,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,-0.00033691898,606
606,N[C@H](CSSC[C@@H](N)C(=O)O)C(=O)O,-0.00049871206,607
607,Cc1ncc(COP(=O)(O)OP(=O)(O)O)c(N)n1,-0.0013277354,608
608,Nc1ncnc2c1ncn2[C@H]1C[C@@H]2OP(=O)(O)OC[C@H]2O1,-0.0018094182,609
609,N[C@H](CO)Cc1ccccc1,-0.0021996256,610
610,N[C@@H]1[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O,-0.0023204088,611
611,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,-0.0023257025,612
612,CCc1cc(-c2[nH]nc(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O,-0.0023864415,613
613,N#CC(N)CCC(=O)O,-0.0025377572,614
614,O=C(O)CCC(C(=O)O)C(=O)C(=O)O,-0.0029304363,615
615,Cc1ccc(C)c(OC[C@@H](O)CN2CCOCC2)c1,-0.0035614073,616
616,O=C(Cc1ccc(O)cc1)Nc1ncc(-c2ccc(O)cc2)nc1Cc1ccccc1,-0.0038222447,617
617,NC(=O)NC(NC(N)=O)C(=O)[O-],-0.004639941,618
618,Nc1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,-0.0056339763,619
619,O=C(O)CCCC(=O)Nc1ccc(CC[N+]2([O-])CCCCC2)cc1,-0.0059212074,620
620,COC(=O)/C(=C/C(=O)O)CC(=O)O,-0.0062509775,621
621,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,-0.0074534845,622
622,O=C(O)CCCc1cccs1,-0.008755922,623
623,C[S@@](=O)CCCCN=C=S,-0.008764179,624
624,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1,-0.00930088,625
625,O=P(O)(O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,-0.009598246,626
626,CCOCn1c(Cc2cc(C)cc(C)c2)c(C(C)C)c(=O)[nH]c1=O,-0.011135481,627
627,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,-0.011315946,628
628,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,-0.01247781,629
629,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,-0.012681495,630
630,CCC(CC)Nc1cc(C(=O)O)ccc1N1C(=O)CCC1(CO)CO,-0.013216147,631
631,Nc1cccc2cc(S(=O)(=O)O)ccc12,-0.01339356,632
632,NCC(=O)NC1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,-0.013497402,633
633,CCCCOc1ccc(CC(=O)NO)cc1,-0.01431353,634
634,CCCC[SnH](CCCC)CCCC,-0.015701033,635
635,C[S@](=O)CC[C@H](N)C(=O)O,-0.015960883,636
636,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2OP(=O)(O)O[C@H]21,-0.016899796,637
637,C[C@H](C(=O)O)[C@@](O)(CC(=O)O)C(=O)O,-0.017313588,638
638,NC1(P(=O)([O-])O)CC1,-0.018035209,639
639,CCCCCCCCCCCCCCCCS(=O)(=O)O,-0.018781671,640
640,NS(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1,-0.018789507,641
641,O=C([O-])CCCCCNC(=O)Cc1ccc(O)c([N+](=O)[O-])c1,-0.019523367,642
642,N[C@@H](CC(C(=O)O)C(=O)O)C(=O)O,-0.021125859,643
643,CCCCCCCCCC(=O)CC(=O)N[C@H]1CCNC1=O,-0.021701902,644
644,O=C(O)C1=CCCNC1,-0.021726355,645
645,O=C([O-])C(=O)C[C@H](O)[C@@H](O)C(=O)[O-],-0.022003356,646
646,N[C@@H](CCCCC(=O)O)C(=O)O,-0.022447184,647
647,Nc1nc(N)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2n1,-0.022874676,648
648,O=C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O,-0.025200043,649
649,Cc1nc([C@H](C)N)n(CC(=O)O)c1O,-0.025200263,650
650,C[C@H](N)C(=O)c1ccccc1,-0.026384685,651
651,C[C@@H](O)c1ccccc1,-0.026804002,652
652,C[C@@H](Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,-0.027341321,653
653,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,-0.027455948,654
654,O=C(O)c1ccc([Hg]O)cc1,-0.027873142,655
655,CC(/C=N/NC(=N)N)=N\NC(=N)N,-0.028161108,656
656,Nc1ccc([As](=O)(O)O)cc1,-0.028167957,657
657,CCNC(=O)c1n[nH]c(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,-0.028538607,658
658,C[S@@](=O)CC[C@H](N)C(=O)O,-0.028612081,659
659,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,-0.029103246,660
660,NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,-0.029615257,661
661,N#Cc1ccc(N/C(=N\CC(=O)O)NC(c2ccccc2)c2ccccc2)cc1,-0.0297052,662
662,O=CN[C@@H](Cc1ccc(O)cc1)C(=O)O,-0.029826747,663
663,O=S(=O)(O)c1ccc(O)cc1,-0.029976167,664
664,N[C@@H](CSO)C(=O)O,-0.030446682,665
665,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,-0.030877706,666
666,Cc1ncc(CN)c(N)n1,-0.031415477,667
667,C#C[C@H]1CC[C@@H](CN)N1C(=O)[C@@H](N)C1CCCC1,-0.0314909,668
668,NC(=O)OCC(O)COc1ccc(Cl)cc1,-0.03216416,669
669,C[C@](O)(C(=O)O)[C@H](CC(=O)O)C(=O)O,-0.03251874,670
670,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,-0.03358067,671
671,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,-0.033803556,672
672,CC(=O)CSCCS(=O)(=O)O,-0.034022298,673
673,Oc1ncnc2c1N=NC2,-0.034446858,674
674,O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)O)c1,-0.03505045,675
675,c1ccc([C@@H]2CO2)cc1,-0.035160214,676
676,CO/C=C\[C@H](N)C(=O)O,-0.03522739,677
677,N[C@@H](CSP(=O)(O)O)C(=O)O,-0.035487,678
678,N#C[C@@H](O)c1ccccc1,-0.036073286,679
679,C[C@@H](Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,-0.036086865,680
680,O=C[C@@H](O)[C@H](O)[C@@H](O)CO,-0.036232565,681
681,O=C(N[C@@H](CO)C(=O)O)c1cccc(O)c1O,-0.03662326,682
682,N#C/N=C1\SCCN1Cc1ccc(Cl)nc1,-0.03732145,683
683,NC(=O)NC(O)C(=O)O,-0.037460394,684
684,Nc1nc2[nH]cc(CN[C@H]3C=C[C@H](O)[C@@H]3O)c2c(=O)[nH]1,-0.03763529,685
685,CN1CCCN=C1/C=C/c1cccs1,-0.038309596,686
686,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,-0.038342442,687
687,NC(=O)[C@@H](N)CCC(=O)O,-0.038448445,688
688,O=C(NCc1cccnc1)c1cc(C(=O)NCc2cccnc2)ncn1,-0.038501263,689
689,C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C=O,-0.039065227,690
690,N[C@@H](CSS)C(=O)O,-0.03951688,691
691,N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,-0.040237837,692
692,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CCC2=O,-0.040322553,693
693,COc1ccc(-c2cc(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1O,-0.040382817,694
694,CC(C)[C@@]1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,-0.040473174,695
695,CN(C)CC/C=C1\c2ccccc2CSc2ccccc21,-0.040483788,696
696,CCCCCCCc1cc(O)c2ccccc2[n+]1[O-],-0.040674552,697
697,OCc1cccc(F)c1F,-0.041884013,698
698,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3ccccc3nc2-1,-0.042053852,699
699,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,-0.04294109,700
700,NC(=O)N1C(=O)/C(=C(\O)c2cccs2)c2cc(Cl)ccc21,-0.04350154,701
701,O=S(=O)(O)c1ccc2cc(S(=O)(=O)O)ccc2c1,-0.0436444,702
702,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,-0.043752905,703
703,CC(=O)OCC[C@H](N)C(=O)O,-0.044067964,704
704,O=CC[C@H](O)[C@H](O)CO,-0.045894604,705
705,O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,-0.046071634,706
